problem,form,note,tactic,result,apply_ms,solve_ms,total_ms
sum_to_bwd,recfun,synthesis: solve for the argument,snf,sat,0.03,118.46,118.49
sum_to_bwd,recfun,synthesis: solve for the argument,nnf,sat,0.02,112.57,112.59
sum_to_bwd,recfun,synthesis: solve for the argument,occf,sat,0.02,113.71,113.73
sum_to_bwd,recfun,synthesis: solve for the argument,pb-preprocess,sat,0.03,107.25,107.28
sum_to_bwd,recfun,synthesis: solve for the argument,propagate-values2,sat,0.03,107.09,107.12
sum_to_bwd,recfun,synthesis: solve for the argument,propagate-values,sat,0.02,103.06,103.08
sum_to_bwd,recfun,synthesis: solve for the argument,reduce-args,sat,0.02,142.86,142.88
sum_to_bwd,recfun,synthesis: solve for the argument,reduce-args2,sat,0.1,165.64,165.74
sum_to_bwd,recfun,synthesis: solve for the argument,simplify,sat,0.03,98.58,98.61
sum_to_bwd,recfun,synthesis: solve for the argument,elim-and,sat,0.03,114.46,114.49
sum_to_bwd,recfun,synthesis: solve for the argument,solve-eqs,sat,0.11,89.2,89.31
sum_to_bwd,recfun,synthesis: solve for the argument,special-relations,sat,0.05,110.67,110.72
sum_to_bwd,recfun,synthesis: solve for the argument,split-clause,tactic_err,0.05,0.0,0.05
sum_to_bwd,recfun,synthesis: solve for the argument,symmetry-reduce,sat,0.04,118.49,118.53
sum_to_bwd,recfun,synthesis: solve for the argument,tseitin-cnf,sat,0.03,111.94,111.97
sum_to_bwd,recfun,synthesis: solve for the argument,tseitin-cnf-core,sat,0.03,93.11,93.14
sum_to_bwd,recfun,synthesis: solve for the argument,qffd,sat,0.23,39.61,39.84
sum_to_bwd,recfun,synthesis: solve for the argument,pqffd,tactic_err,1.2,0.0,1.2
sum_to_bwd,recfun,synthesis: solve for the argument,smtfd,tactic_to,1500.96,0.0,1500.96
sum_to_bwd,recfun,synthesis: solve for the argument,fpa2bv,sat,0.03,118.85,118.88
sum_to_bwd,recfun,synthesis: solve for the argument,qffp,sat,25.98,0.03,26.01
sum_to_bwd,recfun,synthesis: solve for the argument,qffpbv,sat,20.58,0.02,20.6
sum_to_bwd,recfun,synthesis: solve for the argument,qffplra,sat,18.29,0.03,18.32
sum_to_bwd,recfun,synthesis: solve for the argument,default,sat,131.36,0.03,131.39
sum_to_bwd,recfun,synthesis: solve for the argument,euf-completion,sat,0.19,131.49,131.68
sum_to_bwd,recfun,synthesis: solve for the argument,solver-subsumption,tactic_to,1510.39,0.0,1510.39
sum_to_bwd,recfun,synthesis: solve for the argument,qfbv-sls,tactic_err,0.16,0.0,0.16
sum_to_bwd,recfun,synthesis: solve for the argument,sls-smt,tactic_err,0.64,0.0,0.64
sum_to_bwd,recfun,synthesis: solve for the argument,nra,sat,26.85,0.04,26.89
sum_to_bwd,recfun,synthesis: solve for the argument,qfaufbv,sat,22.24,0.03,22.27
sum_to_bwd,recfun,synthesis: solve for the argument,qfauflia,sat,22.13,0.04,22.17
sum_to_bwd,recfun,synthesis: solve for the argument,qfbv,sat,23.34,0.02,23.36
sum_to_bwd,recfun,synthesis: solve for the argument,qfidl,sat,19.14,0.02,19.16
sum_to_bwd,recfun,synthesis: solve for the argument,qflia,sat,22.42,0.03,22.45
sum_to_bwd,recfun,synthesis: solve for the argument,qflra,sat,21.38,0.04,21.42
sum_to_bwd,recfun,synthesis: solve for the argument,qfnia,sat,88.25,0.02,88.27
sum_to_bwd,recfun,synthesis: solve for the argument,qfnra,sat,0.81,135.63,136.44
sum_to_bwd,recfun,synthesis: solve for the argument,qfuf,sat,21.57,0.04,21.61
sum_to_bwd,recfun,synthesis: solve for the argument,qfufbv,sat,22.76,0.04,22.8
sum_to_bwd,recfun,synthesis: solve for the argument,qfufbv_ackr,sat,22.5,0.04,22.54
sum_to_bwd,recfun,synthesis: solve for the argument,ufnia,sat,26.58,0.02,26.6
sum_to_bwd,recfun,synthesis: solve for the argument,uflra,sat,21.92,0.03,21.95
sum_to_bwd,recfun,synthesis: solve for the argument,auflia,sat,16.83,0.02,16.85
sum_to_bwd,recfun,synthesis: solve for the argument,auflira,sat,18.76,0.02,18.78
sum_to_bwd,recfun,synthesis: solve for the argument,aufnira,sat,20.76,0.03,20.79
sum_to_bwd,recfun,synthesis: solve for the argument,lra,sat,22.18,0.03,22.21
sum_to_bwd,recfun,synthesis: solve for the argument,lia,sat,22.79,0.03,22.82
sum_to_bwd,recfun,synthesis: solve for the argument,lira,sat,22.41,0.03,22.44
sum_to_bwd,recfun,synthesis: solve for the argument,smt,sat,18.47,0.06,18.53
sum_to_bwd,recfun,synthesis: solve for the argument,skip,sat,0.02,99.96,99.98
sum_to_bwd,recfun,synthesis: solve for the argument,fail,tactic_err,0.04,0.0,0.04
sum_to_bwd,recfun,synthesis: solve for the argument,fail-if-undecided,tactic_err,0.03,0.0,0.03
sum_to_bwd,recfun,synthesis: solve for the argument,macro-finder,sat,0.02,122.48,122.5
sum_to_bwd,recfun,synthesis: solve for the argument,quasi-macros,sat,0.02,100.61,100.63
sum_to_bwd,recfun,synthesis: solve for the argument,ufbv-rewriter,sat,0.02,91.63,91.65
sum_to_bwd,recfun,synthesis: solve for the argument,bv,sat,19.06,0.03,19.09
sum_to_bwd,recfun,synthesis: solve for the argument,ufbv,sat,22.53,0.02,22.55
sum_to_bwd,recfun,synthesis: solve for the argument,simplify>solve-eqs,sat,0.09,119.61,119.7
sum_to_bwd,recfun,synthesis: solve for the argument,simplify>propagate-values,sat,0.02,123.77,123.79
sum_to_bwd,recfun,synthesis: solve for the argument,propagate-values>solve-eqs,sat,0.11,117.06,117.17
sum_to_bwd,recfun,synthesis: solve for the argument,ctx-simplify>simplify,sat,0.03,108.87,108.9
sum_to_bwd,recfun,synthesis: solve for the argument,elim-term-ite>simplify,sat,0.02,95.81,95.83
sum_to_bwd,recfun,synthesis: solve for the argument,simplify>ctx-simplify,sat,0.02,128.22,128.24
sum_to_bwd,recfun,synthesis: solve for the argument,propagate-values>simplify,sat,0.03,107.99,108.02
sum_to_bwd,recfun,synthesis: solve for the argument,solve-eqs>simplify,sat,0.1,139.54,139.64
factorial,recfun,nonlinear (mul),(none),sat,0.0,0.57,0.57
factorial,recfun,nonlinear (mul),ackermannize_bv,sat,0.02,0.58,0.6
factorial,recfun,nonlinear (mul),subpaving,sat,0.08,0.45,0.53
factorial,recfun,nonlinear (mul),horn,tactic_err,0.4,0.0,0.4
factorial,recfun,nonlinear (mul),horn-simplify,tactic_err,0.09,0.0,0.09
factorial,recfun,nonlinear (mul),nlsat,sat,0.07,0.45,0.52
factorial,recfun,nonlinear (mul),qfnra-nlsat,sat,0.14,0.02,0.16
factorial,recfun,nonlinear (mul),qe-light,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),nlqsat,tactic_err,0.04,0.0,0.04
factorial,recfun,nonlinear (mul),qe,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),qsat,sat,0.47,0.02,0.49
factorial,recfun,nonlinear (mul),qe2,sat,0.48,0.41,0.89
factorial,recfun,nonlinear (mul),qe_rec,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),psat,sat,1.05,0.43,1.48
factorial,recfun,nonlinear (mul),sat,sat,0.63,0.43,1.06
factorial,recfun,nonlinear (mul),sat-preprocess,sat,0.55,0.43,0.98
factorial,recfun,nonlinear (mul),ctx-solver-simplify,sat,0.23,0.41,0.64
factorial,recfun,nonlinear (mul),psmt,sat,2.82,0.03,2.85
factorial,recfun,nonlinear (mul),unit-subsume-simplify,sat,0.15,0.51,0.66
factorial,recfun,nonlinear (mul),aig,sat,0.04,0.44,0.48
factorial,recfun,nonlinear (mul),add-bounds,unsat,0.02,0.35,0.37
factorial,recfun,nonlinear (mul),card2bv,sat,0.06,0.4,0.46
factorial,recfun,nonlinear (mul),degree-shift,sat,0.05,0.41,0.46
factorial,recfun,nonlinear (mul),diff-neq,tactic_err,0.03,0.0,0.03
factorial,recfun,nonlinear (mul),eq2bv,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),factor,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),fix-dl-var,sat,0.02,0.56,0.58
factorial,recfun,nonlinear (mul),fm,sat,0.07,0.5,0.57
factorial,recfun,nonlinear (mul),lia2card,sat,0.02,0.45,0.47
factorial,recfun,nonlinear (mul),lia2pb,sat,0.01,0.42,0.43
factorial,recfun,nonlinear (mul),nla2bv,tactic_err,0.05,0.0,0.05
factorial,recfun,nonlinear (mul),normalize-bounds,sat,0.02,0.44,0.46
factorial,recfun,nonlinear (mul),pb2bv,tactic_err,0.07,0.0,0.07
factorial,recfun,nonlinear (mul),propagate-ineqs,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),purify-arith,sat,0.07,0.44,0.51
factorial,recfun,nonlinear (mul),recover-01,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),bit-blast,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),bv1-blast,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),bv_bound_chk,sat,0.02,0.45,0.47
factorial,recfun,nonlinear (mul),propagate-bv-bounds,sat,0.04,0.41,0.45
factorial,recfun,nonlinear (mul),propagate-bv-bounds2,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),reduce-bv-size,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),bv-slice,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),bvarray2uf,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),dt2bv,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),elim-small-bv,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),max-bv-sharing,sat,0.02,0.4,0.42
factorial,recfun,nonlinear (mul),blast-term-ite,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),cofactor-term-ite,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),collect-statistics,sat,0.09,0.4,0.49
factorial,recfun,nonlinear (mul),ctx-simplify,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),demodulator,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),der,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),distribute-forall,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),dom-simplify,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),elim-term-ite,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),elim-uncnstr2,sat,0.1,0.14,0.24
factorial,recfun,nonlinear (mul),elim-uncnstr,sat,0.02,0.44,0.46
factorial,recfun,nonlinear (mul),elim-predicates,sat,0.12,0.02,0.14
factorial,recfun,nonlinear (mul),injectivity,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),snf,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),nnf,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),occf,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),pb-preprocess,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),propagate-values2,sat,0.02,0.4,0.42
factorial,recfun,nonlinear (mul),propagate-values,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),reduce-args,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),reduce-args2,sat,0.09,0.41,0.5
factorial,recfun,nonlinear (mul),simplify,sat,0.05,0.4,0.45
factorial,recfun,nonlinear (mul),elim-and,sat,0.05,0.39,0.44
factorial,recfun,nonlinear (mul),solve-eqs,sat,0.12,0.02,0.14
factorial,recfun,nonlinear (mul),special-relations,sat,0.05,0.43,0.48
factorial,recfun,nonlinear (mul),split-clause,tactic_err,0.03,0.0,0.03
factorial,recfun,nonlinear (mul),symmetry-reduce,sat,0.02,0.41,0.43
factorial,recfun,nonlinear (mul),tseitin-cnf,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),tseitin-cnf-core,sat,0.02,0.44,0.46
factorial,recfun,nonlinear (mul),qffd,sat,0.16,0.41,0.57
factorial,recfun,nonlinear (mul),pqffd,tactic_err,1.18,0.0,1.18
factorial,recfun,nonlinear (mul),smtfd,tactic_to,1510.55,0.0,1510.55
factorial,recfun,nonlinear (mul),fpa2bv,sat,0.03,0.57,0.6
factorial,recfun,nonlinear (mul),qffp,sat,0.43,0.02,0.45
factorial,recfun,nonlinear (mul),qffpbv,sat,0.37,0.02,0.39
factorial,recfun,nonlinear (mul),qffplra,sat,0.34,0.02,0.36
factorial,recfun,nonlinear (mul),default,sat,0.46,0.02,0.48
factorial,recfun,nonlinear (mul),euf-completion,sat,0.12,0.44,0.56
factorial,recfun,nonlinear (mul),solver-subsumption,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),qfbv-sls,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),sls-smt,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),nra,sat,0.39,0.02,0.41
factorial,recfun,nonlinear (mul),qfaufbv,sat,0.14,0.02,0.16
factorial,recfun,nonlinear (mul),qfauflia,sat,0.12,0.02,0.14
factorial,recfun,nonlinear (mul),qfbv,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),qfidl,sat,0.15,0.02,0.17
factorial,recfun,nonlinear (mul),qflia,sat,0.22,0.08,0.3
factorial,recfun,nonlinear (mul),qflra,sat,0.5,0.09,0.59
factorial,recfun,nonlinear (mul),qfnia,sat,0.15,0.03,0.18
factorial,recfun,nonlinear (mul),qfnra,sat,0.6,0.02,0.62
factorial,recfun,nonlinear (mul),qfuf,sat,0.14,0.02,0.16
factorial,recfun,nonlinear (mul),qfufbv,sat,0.14,0.02,0.16
factorial,recfun,nonlinear (mul),qfufbv_ackr,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),ufnia,sat,0.39,0.02,0.41
factorial,recfun,nonlinear (mul),uflra,sat,0.16,0.02,0.18
factorial,recfun,nonlinear (mul),auflia,sat,0.35,0.02,0.37
factorial,recfun,nonlinear (mul),auflira,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),aufnira,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),lra,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),lia,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),lira,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),smt,sat,0.34,0.02,0.36
factorial,recfun,nonlinear (mul),skip,sat,0.02,0.47,0.49
factorial,recfun,nonlinear (mul),fail,tactic_err,0.03,0.0,0.03
factorial,recfun,nonlinear (mul),fail-if-undecided,tactic_err,0.03,0.0,0.03
factorial,recfun,nonlinear (mul),macro-finder,sat,0.02,0.45,0.47
factorial,recfun,nonlinear (mul),quasi-macros,sat,0.02,0.43,0.45
factorial,recfun,nonlinear (mul),ufbv-rewriter,sat,0.02,0.42,0.44
factorial,recfun,nonlinear (mul),bv,sat,0.16,0.02,0.18
factorial,recfun,nonlinear (mul),ufbv,sat,0.15,0.02,0.17
factorial,recfun,nonlinear (mul),simplify>solve-eqs,sat,0.12,0.02,0.14
factorial,recfun,nonlinear (mul),simplify>propagate-values,sat,0.05,0.42,0.47
factorial,recfun,nonlinear (mul),propagate-values>solve-eqs,sat,0.13,0.02,0.15
factorial,recfun,nonlinear (mul),ctx-simplify>simplify,sat,0.06,0.42,0.48
factorial,recfun,nonlinear (mul),elim-term-ite>simplify,sat,0.06,0.42,0.48
factorial,recfun,nonlinear (mul),simplify>ctx-simplify,sat,0.06,0.42,0.48
factorial,recfun,nonlinear (mul),propagate-values>simplify,sat,0.06,0.41,0.47
factorial,recfun,nonlinear (mul),solve-eqs>simplify,sat,0.14,0.02,0.16
factorial,unroll,nonlinear (mul),(none),sat,0.0,0.51,0.51
factorial,unroll,nonlinear (mul),ackermannize_bv,sat,0.07,0.48,0.55
factorial,unroll,nonlinear (mul),subpaving,sat,0.09,1.08,1.17
factorial,unroll,nonlinear (mul),horn,tactic_err,0.13,0.0,0.13
factorial,unroll,nonlinear (mul),horn-simplify,tactic_err,0.09,0.0,0.09
factorial,unroll,nonlinear (mul),nlsat,sat,0.14,0.02,0.16
factorial,unroll,nonlinear (mul),qfnra-nlsat,sat,0.17,0.02,0.19
factorial,unroll,nonlinear (mul),qe-light,sat,0.03,0.46,0.49
factorial,unroll,nonlinear (mul),nlqsat,tactic_err,0.03,0.0,0.03
factorial,unroll,nonlinear (mul),qe,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),qsat,sat,0.68,0.02,0.7
factorial,unroll,nonlinear (mul),qe2,sat,3.15,0.46,3.61
factorial,unroll,nonlinear (mul),qe_rec,sat,0.05,0.45,0.5
factorial,unroll,nonlinear (mul),psat,sat,0.8,0.47,1.27
factorial,unroll,nonlinear (mul),sat,sat,0.65,0.57,1.22
factorial,unroll,nonlinear (mul),sat-preprocess,sat,0.73,0.49,1.22
factorial,unroll,nonlinear (mul),ctx-solver-simplify,sat,0.59,0.5,1.09
factorial,unroll,nonlinear (mul),psmt,sat,3.19,0.05,3.24
factorial,unroll,nonlinear (mul),unit-subsume-simplify,sat,0.42,0.55,0.97
factorial,unroll,nonlinear (mul),aig,sat,0.06,0.48,0.54
factorial,unroll,nonlinear (mul),add-bounds,unsat,0.02,0.37,0.39
factorial,unroll,nonlinear (mul),card2bv,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),degree-shift,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),diff-neq,tactic_err,0.05,0.0,0.05
factorial,unroll,nonlinear (mul),eq2bv,sat,0.03,0.62,0.65
factorial,unroll,nonlinear (mul),factor,sat,0.05,0.57,0.62
factorial,unroll,nonlinear (mul),fix-dl-var,sat,0.04,0.51,0.55
factorial,unroll,nonlinear (mul),fm,sat,0.05,0.48,0.53
factorial,unroll,nonlinear (mul),lia2card,sat,0.04,0.45,0.49
factorial,unroll,nonlinear (mul),lia2pb,sat,0.03,0.44,0.47
factorial,unroll,nonlinear (mul),nla2bv,unsat,0.15,0.76,0.91
factorial,unroll,nonlinear (mul),normalize-bounds,sat,0.04,0.46,0.5
factorial,unroll,nonlinear (mul),pb2bv,tactic_err,0.06,0.0,0.06
factorial,unroll,nonlinear (mul),propagate-ineqs,sat,0.03,0.48,0.51
factorial,unroll,nonlinear (mul),purify-arith,sat,0.05,0.45,0.5
factorial,unroll,nonlinear (mul),recover-01,sat,0.03,0.48,0.51
factorial,unroll,nonlinear (mul),bit-blast,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),bv1-blast,sat,0.02,0.46,0.48
factorial,unroll,nonlinear (mul),bv_bound_chk,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),propagate-bv-bounds,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),propagate-bv-bounds2,sat,0.07,0.45,0.52
factorial,unroll,nonlinear (mul),reduce-bv-size,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),bv-slice,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),bvarray2uf,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),dt2bv,sat,0.02,0.43,0.45
factorial,unroll,nonlinear (mul),elim-small-bv,sat,0.03,0.47,0.5
factorial,unroll,nonlinear (mul),max-bv-sharing,sat,0.03,0.51,0.54
factorial,unroll,nonlinear (mul),blast-term-ite,sat,0.02,0.53,0.55
factorial,unroll,nonlinear (mul),cofactor-term-ite,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),collect-statistics,sat,0.32,0.45,0.77
factorial,unroll,nonlinear (mul),ctx-simplify,sat,0.04,0.43,0.47
factorial,unroll,nonlinear (mul),demodulator,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),der,sat,0.02,0.46,0.48
factorial,unroll,nonlinear (mul),distribute-forall,sat,0.02,0.45,0.47
factorial,unroll,nonlinear (mul),dom-simplify,sat,0.07,0.45,0.52
factorial,unroll,nonlinear (mul),elim-term-ite,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),elim-uncnstr2,sat,0.12,0.44,0.56
factorial,unroll,nonlinear (mul),elim-uncnstr,sat,0.02,0.43,0.45
factorial,unroll,nonlinear (mul),elim-predicates,sat,0.13,0.42,0.55
factorial,unroll,nonlinear (mul),injectivity,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),snf,sat,0.06,0.44,0.5
factorial,unroll,nonlinear (mul),nnf,sat,0.07,0.44,0.51
factorial,unroll,nonlinear (mul),occf,sat,0.02,0.43,0.45
factorial,unroll,nonlinear (mul),pb-preprocess,sat,0.02,0.43,0.45
factorial,unroll,nonlinear (mul),propagate-values2,sat,0.04,0.42,0.46
factorial,unroll,nonlinear (mul),propagate-values,sat,0.04,0.62,0.66
factorial,unroll,nonlinear (mul),reduce-args,sat,0.02,0.53,0.55
factorial,unroll,nonlinear (mul),reduce-args2,sat,0.12,0.46,0.58
factorial,unroll,nonlinear (mul),simplify,sat,0.05,0.52,0.57
factorial,unroll,nonlinear (mul),elim-and,sat,0.04,0.46,0.5
factorial,unroll,nonlinear (mul),solve-eqs,sat,0.12,0.02,0.14
factorial,unroll,nonlinear (mul),special-relations,sat,0.05,0.47,0.52
factorial,unroll,nonlinear (mul),split-clause,tactic_err,0.03,0.0,0.03
factorial,unroll,nonlinear (mul),symmetry-reduce,sat,0.05,0.49,0.54
factorial,unroll,nonlinear (mul),tseitin-cnf,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),tseitin-cnf-core,sat,0.02,0.44,0.46
factorial,unroll,nonlinear (mul),qffd,sat,0.27,0.18,0.45
factorial,unroll,nonlinear (mul),pqffd,tactic_err,1.22,0.0,1.22
factorial,unroll,nonlinear (mul),smtfd,tactic_to,1510.51,0.0,1510.51
factorial,unroll,nonlinear (mul),fpa2bv,sat,0.03,0.61,0.64
factorial,unroll,nonlinear (mul),qffp,sat,0.51,0.02,0.53
factorial,unroll,nonlinear (mul),qffpbv,sat,0.43,0.02,0.45
factorial,unroll,nonlinear (mul),qffplra,sat,0.51,0.02,0.53
factorial,unroll,nonlinear (mul),default,sat,0.53,0.02,0.55
factorial,unroll,nonlinear (mul),euf-completion,sat,0.24,0.53,0.77
factorial,unroll,nonlinear (mul),solver-subsumption,sat,0.99,0.47,1.46
factorial,unroll,nonlinear (mul),qfbv-sls,sat,0.13,0.02,0.15
factorial,unroll,nonlinear (mul),sls-smt,sat,0.13,0.02,0.15
factorial,unroll,nonlinear (mul),nra,sat,0.47,0.02,0.49
factorial,unroll,nonlinear (mul),qfaufbv,sat,0.16,0.02,0.18
factorial,unroll,nonlinear (mul),qfauflia,sat,0.13,0.02,0.15
factorial,unroll,nonlinear (mul),qfbv,sat,0.15,0.02,0.17
factorial,unroll,nonlinear (mul),qfidl,sat,0.17,0.02,0.19
factorial,unroll,nonlinear (mul),qflia,sat,0.21,0.03,0.24
factorial,unroll,nonlinear (mul),qflra,sat,0.47,0.02,0.49
factorial,unroll,nonlinear (mul),qfnia,sat,0.1,0.02,0.12
factorial,unroll,nonlinear (mul),qfnra,sat,0.5,0.02,0.52
factorial,unroll,nonlinear (mul),qfuf,sat,0.13,0.02,0.15
factorial,unroll,nonlinear (mul),qfufbv,sat,0.15,0.02,0.17
factorial,unroll,nonlinear (mul),qfufbv_ackr,sat,0.13,0.02,0.15
factorial,unroll,nonlinear (mul),ufnia,sat,0.41,0.03,0.44
factorial,unroll,nonlinear (mul),uflra,sat,0.14,0.02,0.16
factorial,unroll,nonlinear (mul),auflia,sat,0.4,0.02,0.42
factorial,unroll,nonlinear (mul),auflira,sat,0.14,0.02,0.16
factorial,unroll,nonlinear (mul),aufnira,sat,0.16,0.02,0.18
factorial,unroll,nonlinear (mul),lra,sat,0.15,0.03,0.18
factorial,unroll,nonlinear (mul),lia,sat,0.19,0.03,0.22
factorial,unroll,nonlinear (mul),lira,sat,0.19,0.02,0.21
factorial,unroll,nonlinear (mul),smt,sat,0.49,0.02,0.51
factorial,unroll,nonlinear (mul),skip,sat,0.02,0.51,0.53
factorial,unroll,nonlinear (mul),fail,tactic_err,0.03,0.0,0.03
factorial,unroll,nonlinear (mul),fail-if-undecided,tactic_err,0.03,0.0,0.03
factorial,unroll,nonlinear (mul),macro-finder,sat,0.02,0.48,0.5
factorial,unroll,nonlinear (mul),quasi-macros,sat,0.07,0.46,0.53
factorial,unroll,nonlinear (mul),ufbv-rewriter,sat,0.06,0.46,0.52
factorial,unroll,nonlinear (mul),bv,sat,0.15,0.02,0.17
factorial,unroll,nonlinear (mul),ufbv,sat,0.16,0.02,0.18
factorial,unroll,nonlinear (mul),simplify>solve-eqs,sat,0.14,0.02,0.16
factorial,unroll,nonlinear (mul),simplify>propagate-values,sat,0.04,0.76,0.8
factorial,unroll,nonlinear (mul),propagate-values>solve-eqs,sat,0.17,0.04,0.21
factorial,unroll,nonlinear (mul),ctx-simplify>simplify,sat,0.05,0.53,0.58
factorial,unroll,nonlinear (mul),elim-term-ite>simplify,sat,0.06,0.55,0.61
factorial,unroll,nonlinear (mul),simplify>ctx-simplify,sat,0.06,0.49,0.55
factorial,unroll,nonlinear (mul),propagate-values>simplify,sat,0.05,0.48,0.53
factorial,unroll,nonlinear (mul),solve-eqs>simplify,sat,0.14,0.03,0.17
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,(none),sat,0.0,0.59,0.59
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ackermannize_bv,sat,0.03,0.57,0.6
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,subpaving,sat,0.14,0.52,0.66
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,horn,tactic_err,0.41,0.0,0.41
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,horn-simplify,tactic_err,0.11,0.0,0.11
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,nlsat,sat,0.08,0.54,0.62
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qfnra-nlsat,sat,0.21,0.02,0.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qe-light,sat,0.02,0.47,0.49
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,nlqsat,tactic_err,0.03,0.0,0.03
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qe,sat,0.02,0.48,0.5
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qsat,sat,0.66,0.02,0.68
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qe2,sat,0.7,0.46,1.16
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qe_rec,sat,0.02,0.47,0.49
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,psat,sat,0.82,0.47,1.29
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,sat,sat,0.67,0.51,1.18
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,sat-preprocess,sat,0.73,0.67,1.4
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ctx-solver-simplify,sat,0.36,0.54,0.9
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,psmt,sat,3.2,0.03,3.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,unit-subsume-simplify,sat,0.23,0.56,0.79
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,aig,sat,0.02,0.49,0.51
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,add-bounds,unsat,0.03,0.39,0.42
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,card2bv,sat,0.11,0.41,0.52
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,degree-shift,sat,0.11,0.42,0.53
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,diff-neq,tactic_err,0.03,0.0,0.03
