task,scale,encoding,theories,combo,combo_len,result,ok,tactic_ms,solve_ms,total_ms,rlimit
reachability,20,unroll_set,set,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,0.28,0.68,0.96,17896
reachability,20,special,relations,(none),0,unsat,True,0.0,1.12,1.12,27451
reachability,20,special,relations,simplify,1,unsat,True,0.04,1.05,1.09,28185
reachability,20,special,relations,propagate-values,1,unsat,True,0.05,1.04,1.09,27451
reachability,20,special,relations,solve-eqs,1,unsat,True,0.08,1.03,1.11,28024
reachability,20,special,relations,elim-term-ite,1,unsat,True,0.03,1.04,1.07,28185
reachability,20,special,relations,propagate-ineqs,1,unsat,True,0.03,1.04,1.07,27641
reachability,20,special,relations,ctx-simplify,1,unsat,True,0.1,1.03,1.13,28947
reachability,20,special,relations,simplify[blast_select_store=True],1,unsat,True,0.04,1.03,1.07,28185
reachability,20,special,relations,simplify>simplify,2,unsat,True,0.07,1.11,1.18,28919
reachability,20,special,relations,simplify>propagate-values,2,unsat,True,0.07,1.04,1.11,28185
reachability,20,special,relations,simplify>solve-eqs,2,unsat,True,0.1,1.1,1.2,28758
reachability,20,special,relations,simplify>elim-term-ite,2,unsat,True,0.09,1.03,1.12,28919
reachability,20,special,relations,simplify>propagate-ineqs,2,unsat,True,0.05,1.07,1.12,28375
reachability,20,special,relations,simplify>ctx-simplify,2,unsat,True,0.13,1.04,1.17,29681
reachability,20,special,relations,simplify>simplify[blast_select_store=True],2,unsat,True,0.07,1.03,1.1,28919
reachability,20,special,relations,propagate-values>simplify,2,unsat,True,0.07,1.05,1.12,28185
reachability,20,special,relations,propagate-values>propagate-values,2,unsat,True,0.06,1.01,1.07,27451
reachability,20,special,relations,propagate-values>solve-eqs,2,unsat,True,0.09,1.01,1.1,28024
reachability,20,special,relations,propagate-values>elim-term-ite,2,unsat,True,0.06,1.15,1.21,28185
reachability,20,special,relations,propagate-values>propagate-ineqs,2,unsat,True,0.05,1.04,1.09,27641
reachability,20,special,relations,propagate-values>ctx-simplify,2,unsat,True,0.12,1.18,1.3,28947
reachability,20,special,relations,propagate-values>simplify[blast_select_store=True],2,unsat,True,0.07,1.16,1.23,28185
reachability,20,special,relations,solve-eqs>simplify,2,unsat,True,0.12,1.18,1.3,28758
reachability,20,special,relations,solve-eqs>propagate-values,2,unsat,True,0.11,1.09,1.2,28024
reachability,20,special,relations,solve-eqs>solve-eqs,2,unsat,True,0.14,1.08,1.22,28597
reachability,20,special,relations,solve-eqs>elim-term-ite,2,unsat,True,0.09,1.06,1.15,28758
reachability,20,special,relations,solve-eqs>propagate-ineqs,2,unsat,True,0.1,1.07,1.17,28214
reachability,20,special,relations,solve-eqs>ctx-simplify,2,unsat,True,0.18,1.02,1.2,29520
reachability,20,special,relations,solve-eqs>simplify[blast_select_store=True],2,unsat,True,0.11,1.01,1.12,28758
reachability,20,special,relations,elim-term-ite>simplify,2,unsat,True,0.06,1.03,1.09,28919
reachability,20,special,relations,elim-term-ite>propagate-values,2,unsat,True,0.06,1.03,1.09,28185
reachability,20,special,relations,elim-term-ite>solve-eqs,2,unsat,True,0.09,1.0,1.09,28758
reachability,20,special,relations,elim-term-ite>elim-term-ite,2,unsat,True,0.06,1.0,1.06,28919
reachability,20,special,relations,elim-term-ite>propagate-ineqs,2,unsat,True,0.04,1.01,1.05,28375
reachability,20,special,relations,elim-term-ite>ctx-simplify,2,unsat,True,0.12,1.16,1.28,29681
reachability,20,special,relations,elim-term-ite>simplify[blast_select_store=True],2,unsat,True,0.08,1.2,1.28,28919
reachability,20,special,relations,propagate-ineqs>simplify,2,unsat,True,0.07,1.09,1.16,28375
reachability,20,special,relations,propagate-ineqs>propagate-values,2,unsat,True,0.06,1.04,1.1,27641
reachability,20,special,relations,propagate-ineqs>solve-eqs,2,unsat,True,0.09,1.15,1.24,28214
reachability,20,special,relations,propagate-ineqs>elim-term-ite,2,unsat,True,0.04,1.07,1.11,28375
reachability,20,special,relations,propagate-ineqs>propagate-ineqs,2,unsat,True,0.04,1.15,1.19,27832
reachability,20,special,relations,propagate-ineqs>ctx-simplify,2,unsat,True,0.15,1.08,1.23,29137
reachability,20,special,relations,propagate-ineqs>simplify[blast_select_store=True],2,unsat,True,0.06,1.12,1.18,28375
reachability,20,special,relations,ctx-simplify>simplify,2,unsat,True,0.14,1.04,1.18,29681
reachability,20,special,relations,ctx-simplify>propagate-values,2,unsat,True,0.12,1.04,1.16,28947
reachability,20,special,relations,ctx-simplify>solve-eqs,2,unsat,True,0.16,1.04,1.2,29520
reachability,20,special,relations,ctx-simplify>elim-term-ite,2,unsat,True,0.14,1.03,1.17,29681
reachability,20,special,relations,ctx-simplify>propagate-ineqs,2,unsat,True,0.11,1.02,1.13,29137
reachability,20,special,relations,ctx-simplify>ctx-simplify,2,unsat,True,0.18,1.1,1.28,30443
reachability,20,special,relations,ctx-simplify>simplify[blast_select_store=True],2,unsat,True,0.12,1.01,1.13,29681
reachability,20,special,relations,simplify[blast_select_store=True]>simplify,2,unsat,True,0.07,1.04,1.11,28919
reachability,20,special,relations,simplify[blast_select_store=True]>propagate-values,2,unsat,True,0.06,1.01,1.07,28185
reachability,20,special,relations,simplify[blast_select_store=True]>solve-eqs,2,unsat,True,0.1,1.01,1.11,28758
reachability,20,special,relations,simplify[blast_select_store=True]>elim-term-ite,2,unsat,True,0.06,1.03,1.09,28919
reachability,20,special,relations,simplify[blast_select_store=True]>propagate-ineqs,2,unsat,True,0.05,1.02,1.07,28375
reachability,20,special,relations,simplify[blast_select_store=True]>ctx-simplify,2,unsat,True,0.13,1.02,1.15,29681
reachability,20,special,relations,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,unsat,True,0.07,1.03,1.1,28919
reachability,60,unroll_bool,bool,(none),0,sat,True,0.0,5.1,5.1,102849
reachability,60,unroll_bool,bool,simplify,1,sat,True,1.08,4.59,5.67,99726
reachability,60,unroll_bool,bool,propagate-values,1,sat,True,1.84,1.39,3.23,44889
reachability,60,unroll_bool,bool,solve-eqs,1,sat,True,5.22,0.02,5.24,42363
reachability,60,unroll_bool,bool,elim-term-ite,1,sat,True,0.43,4.87,5.3,113409
reachability,60,unroll_bool,bool,propagate-ineqs,1,sat,True,0.2,4.83,5.03,104679
reachability,60,unroll_bool,bool,ctx-simplify,1,sat,True,1.76,1.34,3.1,44789
reachability,60,unroll_bool,bool,simplify[blast_select_store=True],1,sat,True,1.32,4.63,5.95,99726
reachability,60,unroll_bool,bool,simplify>simplify,2,sat,True,2.1,4.65,6.75,106866
reachability,60,unroll_bool,bool,simplify>propagate-values,2,sat,True,2.98,1.35,4.33,49253
reachability,60,unroll_bool,bool,simplify>solve-eqs,2,sat,True,5.6,0.02,5.62,42890
reachability,60,unroll_bool,bool,simplify>elim-term-ite,2,sat,True,1.51,4.72,6.23,106866
reachability,60,unroll_bool,bool,simplify>propagate-ineqs,2,sat,True,1.42,4.56,5.98,101557
reachability,60,unroll_bool,bool,simplify>ctx-simplify,2,sat,True,3.19,1.35,4.54,54295
reachability,60,unroll_bool,bool,simplify>simplify[blast_select_store=True],2,sat,True,2.2,5.03,7.23,106866
reachability,60,unroll_bool,bool,propagate-values>simplify,2,sat,True,1.81,1.4,3.21,47665
reachability,60,unroll_bool,bool,propagate-values>propagate-values,2,sat,True,1.69,1.31,3.0,44889
reachability,60,unroll_bool,bool,propagate-values>solve-eqs,2,sat,True,3.31,0.02,3.33,35363
reachability,60,unroll_bool,bool,propagate-values>elim-term-ite,2,sat,True,1.6,1.4,3.0,47665
reachability,60,unroll_bool,bool,propagate-values>propagate-ineqs,2,sat,True,1.64,1.4,3.04,46719
reachability,60,unroll_bool,bool,propagate-values>ctx-simplify,2,sat,True,2.27,1.31,3.58,50441
reachability,60,unroll_bool,bool,propagate-values>simplify[blast_select_store=True],2,sat,True,1.67,1.3,2.97,47665
reachability,60,unroll_bool,bool,solve-eqs>simplify,2,sat,True,5.05,0.02,5.07,42363
reachability,60,unroll_bool,bool,solve-eqs>propagate-values,2,sat,True,4.46,0.02,4.48,42363
reachability,60,unroll_bool,bool,solve-eqs>solve-eqs,2,sat,True,4.4,0.02,4.42,42363
reachability,60,unroll_bool,bool,solve-eqs>elim-term-ite,2,sat,True,4.36,0.02,4.38,42363
reachability,60,unroll_bool,bool,solve-eqs>propagate-ineqs,2,sat,True,4.29,0.02,4.31,42363
reachability,60,unroll_bool,bool,solve-eqs>ctx-simplify,2,sat,True,4.34,0.02,4.36,42363
reachability,60,unroll_bool,bool,solve-eqs>simplify[blast_select_store=True],2,sat,True,4.31,0.02,4.33,42363
reachability,60,unroll_bool,bool,elim-term-ite>simplify,2,sat,True,1.62,4.71,6.33,110287
reachability,60,unroll_bool,bool,elim-term-ite>propagate-values,2,sat,True,2.19,1.39,3.58,55449
reachability,60,unroll_bool,bool,elim-term-ite>solve-eqs,2,sat,True,5.08,0.02,5.1,52924
reachability,60,unroll_bool,bool,elim-term-ite>elim-term-ite,2,sat,True,0.78,4.85,5.63,123970
reachability,60,unroll_bool,bool,elim-term-ite>propagate-ineqs,2,sat,True,0.5,4.94,5.44,115240
reachability,60,unroll_bool,bool,elim-term-ite>ctx-simplify,2,sat,True,2.15,1.37,3.52,55350
reachability,60,unroll_bool,bool,elim-term-ite>simplify[blast_select_store=True],2,sat,True,1.71,4.82,6.53,110287
reachability,60,unroll_bool,bool,propagate-ineqs>simplify,2,sat,True,1.65,4.65,6.3,101557
reachability,60,unroll_bool,bool,propagate-ineqs>propagate-values,2,sat,True,1.83,1.52,3.35,46719
reachability,60,unroll_bool,bool,propagate-ineqs>solve-eqs,2,sat,True,5.16,0.02,5.18,44194
reachability,60,unroll_bool,bool,propagate-ineqs>elim-term-ite,2,sat,True,0.59,5.02,5.61,115240
reachability,60,unroll_bool,bool,propagate-ineqs>propagate-ineqs,2,sat,True,0.28,4.82,5.1,106510
reachability,60,unroll_bool,bool,propagate-ineqs>ctx-simplify,2,sat,True,1.82,1.36,3.18,46620
reachability,60,unroll_bool,bool,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,1.5,4.75,6.25,101557
reachability,60,unroll_bool,bool,ctx-simplify>simplify,2,sat,True,2.31,1.37,3.68,47563
reachability,60,unroll_bool,bool,ctx-simplify>propagate-values,2,sat,True,2.43,1.34,3.77,47563
reachability,60,unroll_bool,bool,ctx-simplify>solve-eqs,2,sat,True,3.5,0.02,3.52,35266
reachability,60,unroll_bool,bool,ctx-simplify>elim-term-ite,2,sat,True,1.8,1.38,3.18,47566
reachability,60,unroll_bool,bool,ctx-simplify>propagate-ineqs,2,sat,True,2.03,1.57,3.6,46620
reachability,60,unroll_bool,bool,ctx-simplify>ctx-simplify,2,sat,True,2.78,1.39,4.17,50403
reachability,60,unroll_bool,bool,ctx-simplify>simplify[blast_select_store=True],2,sat,True,1.94,1.38,3.32,47563
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>simplify,2,sat,True,2.49,4.81,7.3,106866
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>propagate-values,2,sat,True,2.6,1.37,3.97,49253
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>solve-eqs,2,sat,True,5.99,0.02,6.01,42890
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>elim-term-ite,2,sat,True,1.81,4.73,6.54,106866
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,1.61,4.61,6.22,101557
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,2.89,1.39,4.28,54295
reachability,60,unroll_bool,bool,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,2.22,4.7,6.92,106866
reachability,60,unroll_set,set,(none),0,sat,True,0.0,59.16,59.16,275346
reachability,60,unroll_set,set,simplify,1,sat,True,2.59,61.8,64.39,300670
reachability,60,unroll_set,set,propagate-values,1,sat,True,38.61,29.61,68.22,124276
reachability,60,unroll_set,set,solve-eqs,1,sat,True,45.31,0.02,45.33,74702
reachability,60,unroll_set,set,elim-term-ite,1,unknown,False,20.34,4213.32,4233.66,7892020
reachability,60,unroll_set,set,propagate-ineqs,1,sat,True,0.04,84.96,85.0,275377
reachability,60,unroll_set,set,ctx-simplify,1,sat,True,93.0,38.22,131.22,205159
reachability,60,unroll_set,set,simplify[blast_select_store=True],1,sat,True,4.54,81.23,85.77,300670
reachability,60,unroll_set,set,simplify>simplify,2,sat,True,6.22,81.53,87.75,325994
reachability,60,unroll_set,set,simplify>propagate-values,2,sat,True,51.88,36.04,87.92,146799
reachability,60,unroll_set,set,simplify>solve-eqs,2,sat,True,41.24,0.02,41.26,97225
reachability,60,unroll_set,set,simplify>elim-term-ite,2,unknown,False,24.39,4218.65,4243.04,8083670
reachability,60,unroll_set,set,simplify>propagate-ineqs,2,sat,True,7.46,80.9,88.36,300701
reachability,60,unroll_set,set,simplify>ctx-simplify,2,sat,True,48.39,39.04,87.43,224881
reachability,60,unroll_set,set,simplify>simplify[blast_select_store=True],2,sat,True,7.53,83.35,90.88,325994
reachability,60,unroll_set,set,propagate-values>simplify,2,sat,True,45.92,36.43,82.35,129229
reachability,60,unroll_set,set,propagate-values>propagate-values,2,sat,True,46.79,36.68,83.47,124276
reachability,60,unroll_set,set,propagate-values>solve-eqs,2,sat,True,48.01,0.02,48.03,49495
reachability,60,unroll_set,set,propagate-values>elim-term-ite,2,sat,True,46.0,37.08,83.08,129229
reachability,60,unroll_set,set,propagate-values>propagate-ineqs,2,sat,True,47.83,38.22,86.05,124306
reachability,60,unroll_set,set,propagate-values>ctx-simplify,2,sat,True,55.27,37.23,92.5,284110
reachability,60,unroll_set,set,propagate-values>simplify[blast_select_store=True],2,sat,True,47.35,36.64,83.99,129229
reachability,60,unroll_set,set,solve-eqs>simplify,2,sat,True,54.31,0.02,54.33,74702
reachability,60,unroll_set,set,solve-eqs>propagate-values,2,sat,True,48.74,0.02,48.76,74702
reachability,60,unroll_set,set,solve-eqs>solve-eqs,2,sat,True,51.73,0.02,51.75,74702
reachability,60,unroll_set,set,solve-eqs>elim-term-ite,2,sat,True,48.54,0.02,48.56,74702
reachability,60,unroll_set,set,solve-eqs>propagate-ineqs,2,sat,True,47.22,0.03,47.25,74702
reachability,60,unroll_set,set,solve-eqs>ctx-simplify,2,sat,True,47.21,0.03,47.24,74702
reachability,60,unroll_set,set,solve-eqs>simplify[blast_select_store=True],2,sat,True,46.05,0.03,46.08,74702
reachability,60,unroll_set,set,elim-term-ite>simplify,2,unknown,False,25.63,4217.11,4242.74,7952612
reachability,60,unroll_set,set,elim-term-ite>propagate-values,2,unknown,False,40.27,4217.71,4257.98,7874133
reachability,60,unroll_set,set,elim-term-ite>solve-eqs,2,unknown,False,176.53,4005.76,4182.29,4522995
reachability,60,unroll_set,set,elim-term-ite>elim-term-ite,2,unknown,False,22.87,4226.05,4248.92,7949263
reachability,60,unroll_set,set,elim-term-ite>propagate-ineqs,2,unknown,False,21.83,4225.47,4247.3,7889432
reachability,60,unroll_set,set,elim-term-ite>ctx-simplify,2,unknown,False,46.35,4209.02,4255.37,8187239
reachability,60,unroll_set,set,elim-term-ite>simplify[blast_select_store=True],2,unknown,False,26.71,4216.19,4242.9,7947170
reachability,60,unroll_set,set,propagate-ineqs>simplify,2,sat,True,6.48,85.83,92.31,300701
reachability,60,unroll_set,set,propagate-ineqs>propagate-values,2,sat,True,48.48,36.9,85.38,124307
reachability,60,unroll_set,set,propagate-ineqs>solve-eqs,2,sat,True,52.72,0.02,52.74,74733
reachability,60,unroll_set,set,propagate-ineqs>elim-term-ite,2,unknown,False,19.12,4231.56,4250.68,7886452
reachability,60,unroll_set,set,propagate-ineqs>propagate-ineqs,2,sat,True,0.46,89.06,89.52,275408
reachability,60,unroll_set,set,propagate-ineqs>ctx-simplify,2,sat,True,97.64,40.88,138.52,205190
reachability,60,unroll_set,set,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,5.04,83.93,88.97,300701
reachability,60,unroll_set,set,ctx-simplify>simplify,2,sat,True,98.96,37.53,136.49,208246
reachability,60,unroll_set,set,ctx-simplify>propagate-values,2,sat,True,108.09,36.85,144.94,212695
reachability,60,unroll_set,set,ctx-simplify>solve-eqs,2,sat,True,102.82,0.02,102.84,128385
reachability,60,unroll_set,set,ctx-simplify>elim-term-ite,2,sat,True,99.87,38.62,138.49,210382
reachability,60,unroll_set,set,ctx-simplify>propagate-ineqs,2,sat,True,101.14,38.52,139.66,205190
reachability,60,unroll_set,set,ctx-simplify>ctx-simplify,2,sat,True,107.7,37.92,145.62,366092
reachability,60,unroll_set,set,ctx-simplify>simplify[blast_select_store=True],2,sat,True,98.85,37.33,136.18,208246
reachability,60,unroll_set,set,simplify[blast_select_store=True]>simplify,2,sat,True,8.2,84.27,92.47,325994
reachability,60,unroll_set,set,simplify[blast_select_store=True]>propagate-values,2,sat,True,51.49,36.68,88.17,146799
reachability,60,unroll_set,set,simplify[blast_select_store=True]>solve-eqs,2,sat,True,53.47,0.03,53.5,97225
reachability,60,unroll_set,set,simplify[blast_select_store=True]>elim-term-ite,2,unknown,False,28.97,4222.32,4251.29,8078000
reachability,60,unroll_set,set,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,7.69,87.12,94.81,300701
reachability,60,unroll_set,set,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,51.23,40.72,91.95,224881
reachability,60,unroll_set,set,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,8.81,85.92,94.73,325994
reachability,60,special,relations,(none),0,unsat,True,0.0,9.92,9.92,257416
reachability,60,special,relations,simplify,1,unsat,True,0.28,10.72,11.0,264318
reachability,60,special,relations,propagate-values,1,unsat,True,0.31,9.78,10.09,257416
reachability,60,special,relations,solve-eqs,1,unsat,True,0.83,9.86,10.69,262729
reachability,60,special,relations,elim-term-ite,1,unsat,True,0.23,9.73,9.96,264318
reachability,60,special,relations,propagate-ineqs,1,unsat,True,0.38,9.83,10.21,259186
reachability,60,special,relations,ctx-simplify,1,unsat,True,1.07,9.91,10.98,271400
reachability,60,special,relations,simplify[blast_select_store=True],1,unsat,True,0.34,10.18,10.52,264318
reachability,60,special,relations,simplify>simplify,2,unsat,True,0.69,9.78,10.47,271220
reachability,60,special,relations,simplify>propagate-values,2,unsat,True,0.56,10.47,11.03,264318
reachability,60,special,relations,simplify>solve-eqs,2,unsat,True,0.91,9.86,10.77,269631
reachability,60,special,relations,simplify>elim-term-ite,2,unsat,True,0.56,9.81,10.37,271220
reachability,60,special,relations,simplify>propagate-ineqs,2,unsat,True,0.43,9.7,10.13,266088
reachability,60,special,relations,simplify>ctx-simplify,2,unsat,True,1.36,10.6,11.96,278302
reachability,60,special,relations,simplify>simplify[blast_select_store=True],2,unsat,True,0.63,9.91,10.54,271220
reachability,60,special,relations,propagate-values>simplify,2,unsat,True,0.53,9.9,10.43,264318
reachability,60,special,relations,propagate-values>propagate-values,2,unsat,True,0.47,10.33,10.8,257416
reachability,60,special,relations,propagate-values>solve-eqs,2,unsat,True,0.82,9.84,10.66,262729
reachability,60,special,relations,propagate-values>elim-term-ite,2,unsat,True,0.48,10.24,10.72,264318
reachability,60,special,relations,propagate-values>propagate-ineqs,2,unsat,True,0.4,9.85,10.25,259186
reachability,60,special,relations,propagate-values>ctx-simplify,2,unsat,True,1.28,9.72,11.0,271400
reachability,60,special,relations,propagate-values>simplify[blast_select_store=True],2,unsat,True,0.55,9.85,10.4,264318
reachability,60,special,relations,solve-eqs>simplify,2,unsat,True,1.09,9.87,10.96,269631
reachability,60,special,relations,solve-eqs>propagate-values,2,unsat,True,1.04,9.72,10.76,262729
reachability,60,special,relations,solve-eqs>solve-eqs,2,unsat,True,1.37,9.91,11.28,268042
reachability,60,special,relations,solve-eqs>elim-term-ite,2,unsat,True,0.79,9.78,10.57,269631
reachability,60,special,relations,solve-eqs>propagate-ineqs,2,unsat,True,0.97,9.69,10.66,264499
reachability,60,special,relations,solve-eqs>ctx-simplify,2,unsat,True,1.69,10.33,12.02,276713
reachability,60,special,relations,solve-eqs>simplify[blast_select_store=True],2,unsat,True,1.06,9.89,10.95,269631
reachability,60,special,relations,elim-term-ite>simplify,2,unsat,True,0.58,10.7,11.28,271220
reachability,60,special,relations,elim-term-ite>propagate-values,2,unsat,True,0.55,9.86,10.41,264318
reachability,60,special,relations,elim-term-ite>solve-eqs,2,unsat,True,0.86,9.7,10.56,269631
reachability,60,special,relations,elim-term-ite>elim-term-ite,2,unsat,True,0.56,9.71,10.27,271220
reachability,60,special,relations,elim-term-ite>propagate-ineqs,2,unsat,True,0.42,9.64,10.06,266088
reachability,60,special,relations,elim-term-ite>ctx-simplify,2,unsat,True,1.33,9.78,11.11,278302
reachability,60,special,relations,elim-term-ite>simplify[blast_select_store=True],2,unsat,True,0.54,9.88,10.42,271220
reachability,60,special,relations,propagate-ineqs>simplify,2,unsat,True,0.63,9.69,10.32,266088
reachability,60,special,relations,propagate-ineqs>propagate-values,2,unsat,True,0.56,9.86,10.42,259186
reachability,60,special,relations,propagate-ineqs>solve-eqs,2,unsat,True,0.93,9.87,10.8,264499
reachability,60,special,relations,propagate-ineqs>elim-term-ite,2,unsat,True,0.34,10.1,10.44,266088
reachability,60,special,relations,propagate-ineqs>propagate-ineqs,2,unsat,True,0.51,9.71,10.22,260957
reachability,60,special,relations,propagate-ineqs>ctx-simplify,2,unsat,True,1.16,10.2,11.36,273170
reachability,60,special,relations,propagate-ineqs>simplify[blast_select_store=True],2,unsat,True,0.63,9.88,10.51,266088
reachability,60,special,relations,ctx-simplify>simplify,2,unsat,True,1.35,9.69,11.04,278302
reachability,60,special,relations,ctx-simplify>propagate-values,2,unsat,True,1.24,9.87,11.11,271400
reachability,60,special,relations,ctx-simplify>solve-eqs,2,unsat,True,1.66,9.87,11.53,276713
reachability,60,special,relations,ctx-simplify>elim-term-ite,2,unsat,True,1.31,9.83,11.14,278302
reachability,60,special,relations,ctx-simplify>propagate-ineqs,2,unsat,True,1.19,9.84,11.03,273170
reachability,60,special,relations,ctx-simplify>ctx-simplify,2,unsat,True,2.1,9.77,11.87,285384
reachability,60,special,relations,ctx-simplify>simplify[blast_select_store=True],2,unsat,True,1.32,9.97,11.29,278302
reachability,60,special,relations,simplify[blast_select_store=True]>simplify,2,unsat,True,0.61,10.15,10.76,271220
reachability,60,special,relations,simplify[blast_select_store=True]>propagate-values,2,unsat,True,0.61,9.81,10.42,264318
reachability,60,special,relations,simplify[blast_select_store=True]>solve-eqs,2,unsat,True,0.88,10.08,10.96,269631
reachability,60,special,relations,simplify[blast_select_store=True]>elim-term-ite,2,unsat,True,0.69,9.74,10.43,271220
reachability,60,special,relations,simplify[blast_select_store=True]>propagate-ineqs,2,unsat,True,0.43,9.66,10.09,266088
reachability,60,special,relations,simplify[blast_select_store=True]>ctx-simplify,2,unsat,True,1.38,9.69,11.07,278302
reachability,60,special,relations,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,unsat,True,0.6,9.65,10.25,271220
arith_system,6,int,int,(none),0,sat,True,0.0,1.1,1.1,796
arith_system,6,int,int,simplify,1,sat,True,0.01,1.11,1.12,793
arith_system,6,int,int,propagate-values,1,sat,True,0.12,1.06,1.18,796
arith_system,6,int,int,solve-eqs,1,sat,True,0.13,1.1,1.23,737
arith_system,6,int,int,elim-term-ite,1,sat,True,0.01,1.12,1.13,803
arith_system,6,int,int,propagate-ineqs,1,sat,True,0.1,1.09,1.19,814
arith_system,6,int,int,ctx-simplify,1,sat,True,0.01,1.07,1.08,820
arith_system,6,int,int,simplify[blast_select_store=True],1,sat,True,0.01,1.07,1.08,793
arith_system,6,int,int,simplify>simplify,2,sat,True,0.01,1.07,1.08,805
arith_system,6,int,int,simplify>propagate-values,2,sat,True,0.13,1.06,1.19,793
arith_system,6,int,int,simplify>solve-eqs,2,sat,True,0.11,1.06,1.17,754
arith_system,6,int,int,simplify>elim-term-ite,2,sat,True,0.02,1.08,1.1,805
arith_system,6,int,int,simplify>propagate-ineqs,2,sat,True,0.09,0.98,1.07,816
arith_system,6,int,int,simplify>ctx-simplify,2,sat,True,0.02,1.07,1.09,822
arith_system,6,int,int,simplify>simplify[blast_select_store=True],2,sat,True,0.02,1.08,1.1,805
arith_system,6,int,int,propagate-values>simplify,2,sat,True,0.12,1.06,1.18,793
arith_system,6,int,int,propagate-values>propagate-values,2,sat,True,0.18,1.05,1.23,796
arith_system,6,int,int,propagate-values>solve-eqs,2,sat,True,0.16,1.03,1.19,737
arith_system,6,int,int,propagate-values>elim-term-ite,2,sat,True,0.11,1.04,1.15,803
arith_system,6,int,int,propagate-values>propagate-ineqs,2,sat,True,0.15,1.06,1.21,814
arith_system,6,int,int,propagate-values>ctx-simplify,2,sat,True,0.11,1.06,1.17,820
arith_system,6,int,int,propagate-values>simplify[blast_select_store=True],2,sat,True,0.11,1.0,1.11,793
arith_system,6,int,int,solve-eqs>simplify,2,sat,True,0.11,1.04,1.15,753
arith_system,6,int,int,solve-eqs>propagate-values,2,sat,True,0.19,1.04,1.23,737
arith_system,6,int,int,solve-eqs>solve-eqs,2,sat,True,0.12,1.03,1.15,746
arith_system,6,int,int,solve-eqs>elim-term-ite,2,sat,True,0.11,1.03,1.14,753
arith_system,6,int,int,solve-eqs>propagate-ineqs,2,sat,True,0.11,1.02,1.13,739
arith_system,6,int,int,solve-eqs>ctx-simplify,2,sat,True,0.12,1.03,1.15,772
arith_system,6,int,int,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.1,1.04,1.14,753
arith_system,6,int,int,elim-term-ite>simplify,2,sat,True,0.01,1.04,1.05,800
arith_system,6,int,int,elim-term-ite>propagate-values,2,sat,True,0.11,1.07,1.18,803
arith_system,6,int,int,elim-term-ite>solve-eqs,2,sat,True,0.11,1.12,1.23,744
arith_system,6,int,int,elim-term-ite>elim-term-ite,2,sat,True,0.01,1.05,1.06,810
arith_system,6,int,int,elim-term-ite>propagate-ineqs,2,sat,True,0.1,1.07,1.17,821
arith_system,6,int,int,elim-term-ite>ctx-simplify,2,sat,True,0.01,0.99,1.0,827
arith_system,6,int,int,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.01,1.08,1.09,800
arith_system,6,int,int,propagate-ineqs>simplify,2,sat,True,0.09,1.03,1.12,811
arith_system,6,int,int,propagate-ineqs>propagate-values,2,sat,True,0.14,1.05,1.19,814
arith_system,6,int,int,propagate-ineqs>solve-eqs,2,sat,True,0.14,1.02,1.16,755
arith_system,6,int,int,propagate-ineqs>elim-term-ite,2,sat,True,0.09,1.05,1.14,821
arith_system,6,int,int,propagate-ineqs>propagate-ineqs,2,sat,True,0.12,1.07,1.19,833
arith_system,6,int,int,propagate-ineqs>ctx-simplify,2,sat,True,0.09,1.04,1.13,838
arith_system,6,int,int,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,0.09,1.07,1.16,811
arith_system,6,int,int,ctx-simplify>simplify,2,sat,True,0.03,1.05,1.08,817
arith_system,6,int,int,ctx-simplify>propagate-values,2,sat,True,0.12,1.03,1.15,820
arith_system,6,int,int,ctx-simplify>solve-eqs,2,sat,True,0.11,1.12,1.23,761
arith_system,6,int,int,ctx-simplify>elim-term-ite,2,sat,True,0.01,1.0,1.01,827
arith_system,6,int,int,ctx-simplify>propagate-ineqs,2,sat,True,0.11,1.03,1.14,838
arith_system,6,int,int,ctx-simplify>ctx-simplify,2,sat,True,0.01,1.06,1.07,844
arith_system,6,int,int,ctx-simplify>simplify[blast_select_store=True],2,sat,True,0.01,1.08,1.09,817
arith_system,6,int,int,simplify[blast_select_store=True]>simplify,2,sat,True,0.01,1.08,1.09,805
arith_system,6,int,int,simplify[blast_select_store=True]>propagate-values,2,sat,True,0.11,1.03,1.14,793
